id,frequency_GHz,peak_mV,sigma_peak_mV,noise_mV,sigma_noise_mV,sample,antenna
30-05-24_R2,0.25,6.88,,0.199,,PCR,LF
30-05-24_R2,0.333333,7.06,,0.185,,PCR,LF
30-05-24_R2,0.416667,6.96,,0.208,,PCR,LF
30-05-24_R2,0.5,6.62,,0.236,,PCR,LF
30-05-24_R2,0.583333,6.87,,0.226,,PCR,LF
30-05-24_R2,0.666667,7.33,,0.217,,PCR,LF
30-05-24_R2,0.75,7.64,,0.251,,PCR,LF
30-05-24_R2,0.833333,7.08,,0.194,,PCR,LF
30-05-24_R2,0.916667,4.86,,0.134,,PCR,LF
30-05-24_R2,1.0,6.21,,0.135,,PCR,LF
30-05-24_R2,1.08333,7.86,,0.19,,PCR,LF
30-05-24_R2,1.16667,7.72,,0.177,,PCR,LF
30-05-24_R2,1.25,7.9,,0.203,,PCR,LF
30-05-24_R2,1.33333,7.71,,0.187,,PCR,LF
30-05-24_R2,1.41667,6.54,,0.142,,PCR,LF
30-05-24_R2,1.5,6.8,,0.14,,PCR,LF
30-05-24_R2,1.58333,3.5,,0.0742,,PCR,LF
30-05-24_R2,1.66667,3.77,,0.079,,PCR,LF
30-05-24_R2,1.75,5.16,,0.112,,PCR,LF
30-05-24_R2,1.83333,2.37,,0.0775,,PCR,LF
30-05-24_R2,1.91667,2.6,,0.0568,,PCR,LF
30-05-24_R2,2.0,3.68,,0.076,,PCR,LF
30-05-24_R2,2.08333,2.9,,0.0621,,PCR,LF
30-05-24_R2,2.16667,0.252,,0.0234,,PCR,LF
30-05-24_R2,2.25,0.401,,0.0153,,PCR,LF
30-05-24_R2,2.33333,0.0474,,0.0108,,PCR,LF
30-05-24_R2,2.41667,0.544,,0.0477,,PCR,LF
30-05-24_R2,2.5,0.102,,0.00953,,PCR,LF
30-05-24_R2,2.58333,0.281,,0.0162,,PCR,LF
30-05-24_R2,2.66667,0.102,,0.00803,,PCR,LF
30-05-24_R2,2.75,0.0967,,0.00852,,PCR,LF
30-05-24_R2,2.83333,0.691,,0.0178,,PCR,LF
30-05-24_R2,2.91667,0.453,,0.0145,,PCR,LF
30-05-24_R2,3.0,0.654,,0.02,,PCR,LF
30-05-24_R2,3.08333,1.12,,0.0273,,PCR,LF
30-05-24_R2,3.16667,0.642,,0.0188,,PCR,LF
30-05-24_R2,3.25,0.39,,0.0154,,PCR,LF
30-05-24_R2,3.33333,1.44,,0.0317,,PCR,LF
30-05-24_R2,3.41667,0.857,,0.0302,,PCR,LF
30-05-24_R2,3.5,0.434,,0.0253,,PCR,LF
30-05-24_R2,3.58333,0.562,,0.0297,,PCR,LF
30-05-24_R2,3.66667,0.595,,0.0308,,PCR,LF
30-05-24_R2,3.75,0.193,,0.0205,,PCR,LF
30-05-24_R2,3.83333,0.224,,0.0361,,PCR,LF
30-05-24_R2,3.91667,0.506,,0.0307,,PCR,LF
30-05-24_R2,4.0,0.18,,0.0243,,PCR,LF
30-05-24_R2,4.08333,0.0751,,0.0414,,PCR,LF
30-05-24_R2,4.16667,0.142,,0.0286,,PCR,LF
30-05-24_R2,4.25,0.0761,,0.038,,PCR,LF
30-05-24_R2,4.33333,0.158,,0.0377,,PCR,LF
30-05-24_R2,4.41667,1.42,,0.0804,,PCR,LF
30-05-24_R2,4.5,0.415,,0.0732,,PCR,LF
30-05-24_R2,4.58333,0.199,,0.0547,,PCR,LF
30-05-24_R2,4.66667,0.174,,0.0446,,PCR,LF
30-05-24_R2,4.75,0.0684,,0.0352,,PCR,LF
30-05-24_R2,4.83333,0.184,,0.0528,,PCR,LF
30-05-24_R2,4.91667,0.0966,,0.0452,,PCR,LF
30-05-24_R2,5.0,0.119,,0.046,,PCR,LF
30-05-24_R2,5.08333,0.102,,0.0437,,PCR,LF
30-05-24_R2,5.16667,0.0856,,0.0454,,PCR,LF
30-05-24_R2,5.25,0.195,,0.0444,,PCR,LF
30-05-24_R2,5.33333,1.4,,0.186,,PCR,LF
30-05-24_R2,5.41667,1.21,,0.615,,PCR,LF
30-05-24_R2,5.5,1.25,,0.577,,PCR,LF
30-05-24_R2,5.58333,1.18,,0.635,,PCR,LF
30-05-24_R2,5.66667,1.33,,0.718,,PCR,LF
30-05-24_R2,5.75,1.99,,0.756,,PCR,LF
30-05-24_R2,5.83333,1.95,,0.737,,PCR,LF
30-05-24_R2,5.91667,3.18,,0.879,,PCR,LF
30-05-24_R2,6.0,2.23,,0.873,,PCR,LF
