id,frequency_GHz,peak_mV,sigma_peak_mV,noise_mV,sigma_noise_mV,sample,antenna
20-06-24_R13,0.25,0.354244,0.0152808,0.0257667,0.00037238,PCR,HF
20-06-24_R13,0.333333,0.450996,5.93842e-17,0.0239,0.000428952,PCR,HF
20-06-24_R13,0.416667,0.760282,0.0276874,0.0265833,0.000343026,PCR,HF
20-06-24_R13,0.5,1.504,0.0442713,0.0400167,0.00161545,PCR,HF
20-06-24_R13,0.583333,0.874324,0.0,0.0283667,0.000225093,PCR,HF
20-06-24_R13,0.666667,0.52162,0.0156516,0.0224,0.000282843,PCR,HF
20-06-24_R13,0.75,1.08168,0.0393917,0.0365,0.00299065,PCR,HF
20-06-24_R13,0.833333,2.03639,0.0,0.0452,0.00328512,PCR,HF
20-06-24_R13,0.916667,2.91573,0.0858269,0.0639,0.00109179,PCR,HF
20-06-24_R13,1.0,3.40358,0.100187,0.06615,0.00447605,PCR,HF
20-06-24_R13,1.08333,1.90065,0.768335,0.05025,0.00602055,PCR,HF
20-06-24_R13,1.16667,4.22807,0.0953742,0.0815167,0.00141622,PCR,HF
20-06-24_R13,1.25,2.69609,0.0,0.0557333,0.000833467,PCR,HF
20-06-24_R13,1.33333,2.51249,0.0579178,0.0503167,0.00164124,PCR,HF
20-06-24_R13,1.41667,1.39455,0.0410495,0.0321167,0.000760044,PCR,HF
20-06-24_R13,1.5,1.34994,0.0323361,0.03115,0.000653452,PCR,HF
20-06-24_R13,1.58333,0.505537,0.0121095,0.0164333,0.000150555,PCR,HF
20-06-24_R13,1.66667,0.64137,0.0427081,0.01895,0.000680441,PCR,HF
20-06-24_R13,1.75,0.0581227,0.0160772,0.0150767,0.0143708,PCR,HF
20-06-24_R13,1.83333,1.88063,0.0811229,0.0544333,0.00225093,PCR,HF
20-06-24_R13,1.91667,2.16302,0.0636703,0.04495,0.00136345,PCR,HF
20-06-24_R13,2.0,1.5855,0.0475747,0.0354,0.000985901,PCR,HF
20-06-24_R13,2.08333,3.07998,0.0,0.0599,0.00251396,PCR,HF
20-06-24_R13,2.16667,1.2828,0.0558372,0.0345,0.00147919,PCR,HF
